1	18.99	1.62785
2	20.05	1.88348
3	20.66	2.02593
4	21.31	2.82381
5	22.21	3.13463
6	22.7	3.88973
7	22.98	4.31968
8	23.49	4.82182
9	22.94	5.6636
10	22.64	5.84041
11	22.94	5.82206
12	23.01	6.28728
13	22.95	6.44574
14	23.28	6.20819
15	23.34	6.59882
16	22.61	6.94247
17	22.18	6.73703
18	21.79	6.73394
19	22.4	6.67683
20	22.27	6.16418
21	22.14	6.46223
22	22.34	6.39565
23	21.79	6.27263
24	22.41	6.61981
25	23.15	6.87659
26	23.41	7.23201
27	23.55	7.27788
28	23.37	7.25487
29	23.3	7.51066
30	22.33	7.16387
31	23.26	7.22028
32	23.35	7.33945
33	23.44	7.05453
34	23.79	7.25851
35	23.49	7.24223
36	24.18	7.53575
37	23.64	7.71689
38	22.86	7.22498
39	23.01	7.4706
40	22.88	7.73987
41	22.15	6.9374
42	22.76	6.98301
43	22.53	6.92453
44	23.32	7.04681
45	22.84	6.63132
46	22.76	6.3358
47	22.93	6.53644
48	23.08	6.99668
49	23.52	7.38983
50	23.33	7.14011
51	23.21	7.18372
52	22.43	7.16555
53	22.88	7.34341
54	22.69	7.38741
55	22.96	7.47117
56	23.4	7.67463
57	23.9	7.99187
58	23.96	8.01613
59	22.97	7.70903
60	23.42	7.91856
61	23.73	7.92825
62	23.07	7.93253
63	22.76	7.6787
64	23.29	7.9816
65	22.7	7.37089
66	22.65	7.64771
67	22.95	7.52512
68	23.51	7.87337
69	24.13	8.032
70	23.59	8.32357
71	23.86	8.36065
72	24.03	7.75172
73	23.79	7.17537
74	23.95	7.3299
75	23.85	7.37072
76	24.3	7.11548
77	24.46	7.38569
78	24.26	7.46273
79	24.5	7.18818
80	24.23	6.84522
81	24.54	6.65495
82	24.99	6.83154
83	24.48	6.9577
84	25.11	7.13428
85	25.06	7.2413
86	24.88	7.39903
87	24.3	7.429
88	23.84	7.53488
89	23.81	7.79961
90	23.98	7.99497
91	24.11	7.85353
92	24.78	7.84421
93	24.92	8.39009
94	25.14	8.40002
95	25.55	8.73198
96	25.53	9.01716
97	24.89	8.97763
98	24.19	8.22885
99	23.57	7.84889
100	24.09	7.89189
101	23.93	7.91739
102	24.17	7.93984
103	24.05	6.90417
104	24.05	6.84891
105	24.52	7.12107
106	25.82	7.40592
107	25.96	7.57617
108	26.06	7.40786
109	25.05	6.58844
110	25.37	6.68828
111	25.96	6.96839
112	26.21	7.39634
113	25.81	7.31942
114	25.73	7.61821
115	25.91	7.63033
116	25.95	8.18215
117	26.01	7.62036
118	25.3	7.53459
119	25.76	7.26377
120	25.71	7.30109
121	26.06	7.4375
122	26.17	7.83206
123	26.81	8.02956
124	26.79	8.10715
125	26.43	8.18566
126	26.32	8.33532
127	26.34	8.50085
128	27.15	8.42303
129	27.73	8.34608
130	27.86	8.63136
131	27.66	8.10583
132	27.81	8.3746
133	27.57	7.81058
134	27.91	8.62333
135	27.99	8.956
136	27.77	9.18243
137	27.95	9.00597
138	28.33	9.47423
139	27.67	9.28015
140	27.33	8.37742
141	28.2	8.56388
142	28.91	8.70873
143	28.74	8.81433
144	28.81	9.10571
145	28.54	9.38874
146	28.21	9.57945
147	28.05	9.59518
148	28.31	9.3837
149	28.28	8.96112
150	28.1	8.7264
151	28.05	9.59101
152	28.57	9.68634
153	28.76	10.3064
154	28.07	9.34693
155	28.89	9.2638
156	29.76	9.40863
157	29.83	9.24235
158	30.81	9.18444
159	29.7	9.16897
160	29.62	9.57578
161	29.53	9.444
162	28.82	9.2654
163	27.83	8.28741
164	27.27	7.75739
165	27.98	7.8243
166	28.32	7.796
167	29.17	8.4179
168	27.95	8.12573
169	26.94	7.39705
170	27.82	8.00047
171	28.58	8.166
172	28.81	8.28214
173	29.54	8.25399
174	28.68	7.61693
175	29.24	7.53276
