1	19.12	1.60175
2	20.01	1.58427
3	20.47	2.12817
4	21.02	2.79635
5	21.51	3.30906
6	22.11	3.72531
7	22.61	4.40884
8	22.94	4.8802
9	23.52	5.44514
10	23.48	5.88129
11	24.03	5.95391
12	24.04	6.42171
13	24	6.80882
14	24.1	6.80515
15	24.24	7.19739
16	23.32	7.08644
17	23.07	7.58057
18	22.73	7.57081
19	23.25	7.76965
20	23.07	7.7952
21	23.55	7.8465
22	23.86	8.13636
23	24.15	8.61554
24	24.43	8.70661
25	23.74	8.03072
26	24.66	8.3117
27	24.85	8.32271
28	25.17	8.54641
29	24.57	8.97915
30	24.69	9.109
31	24.54	8.75605
32	23.96	8.99769
33	23.79	8.9881
34	24.12	8.86034
35	24.09	8.34996
36	24.42	8.37398
37	24.17	8.1683
38	23.17	7.69682
39	23.24	7.52346
40	23.11	7.43222
41	23.51	7.5888
42	23.4	7.73692
43	23.4	7.59342
44	22.64	7.43306
45	22.68	7.33332
46	23.2	6.91954
47	22.79	7.46498
48	23.29	7.94014
49	23.2	7.53923
50	22.9	7.33553
51	22.48	7.20206
52	23.02	7.11615
53	23.04	7.51521
54	23.27	7.6614
55	23.97	7.74268
56	23.85	7.89224
57	24.47	8.09253
58	23.83	8.68108
59	24.11	8.76572
60	23.03	8.46222
61	22.97	8.33721
62	23.49	8.52936
63	23.57	8.83997
64	23.22	8.80066
65	23.32	8.78052
66	23.31	8.6495
67	23.46	8.92011
68	23.49	8.83345
69	23.51	9.1951
70	22.84	9.06501
71	22.77	8.79643
72	22.47	8.57258
73	21.94	8.6762
74	21.8	7.81153
75	22.35	7.87321
76	21.75	8.03539
77	22.07	7.7785
78	22.29	7.90227
79	22.18	7.9817
80	22.5	8.1074
81	22.62	8.1508
82	22.84	6.55243
83	22.6	6.005
84	22.62	5.98795
85	22.85	6.36769
86	21.87	6.30025
87	22.65	6.54733
88	23.16	6.73011
89	22.59	6.69641
90	22.82	6.15854
91	22.84	6.30511
92	23.46	6.60367
93	23.14	6.78825
94	23.12	7.47567
95	23.18	7.66339
96	22.78	7.72085
97	22.5	7.0562
98	22.93	7.12075
99	23.19	7.35214
100	23.94	7.43077
101	24.13	7.78416
102	24.74	8.11865
103	24.17	8.60355
104	24.82	8.74458
105	23.88	8.19546
106	23.38	7.76889
107	24.01	7.94669
108	23.36	7.55847
109	23.85	7.86686
110	23.28	7.8944
111	22.5	7.93536
112	22.52	7.41685
113	22.12	7.26262
114	21.72	6.90663
115	21.73	6.62851
116	22.01	6.73275
117	22.19	6.53406
118	22.19	6.56155
119	22.59	6.79425
120	23.27	7.10754
121	23.53	7.34364
122	23.85	7.55033
123	23.95	8.24424
124	23.83	7.91335
125	24	7.61183
126	23.96	7.63403
127	23.93	7.6567
128	24.16	7.93564
129	23.77	8.54734
130	23.71	8.64673
131	23.15	8.44438
132	22.87	8.25549
133	22.87	8.39125
134	23.33	8.56044
135	23.8	8.73613
136	24.25	8.95028
137	23.94	9.26695
138	23.85	9.50408
139	23.59	9.43938
140	22.88	7.45423
141	22.92	7.66378
142	23.25	8.0192
143	22.99	7.88352
144	22.34	7.6318
145	22.53	7.61637
146	22.71	8.06634
147	22.91	7.5579
148	22.36	7.82754
149	22.42	7.7951
150	22.51	7.30958
151	22.01	6.59772
152	22.49	6.59923
153	23.18	6.95612
154	23.13	7.24521
155	22.67	7.29528
156	22.76	7.22374
157	22.57	6.3502
158	22.75	6.74444
159	22.43	6.73239
160	21.65	6.79908
161	21.49	6.65206
162	21.17	6.02006
163	21.63	6.26204
164	22.33	6.43126
165	22.91	6.77805
166	22.82	6.58389
167	23.19	6.86833
168	23.37	7.14654
169	23.33	7.06832
170	22.19	7.06781
171	23.12	7.0488
172	22.95	7.38427
173	23.72	7.72668
174	23.32	7.64576
175	23.32	7.59458
176	22.59	7.07262
177	22.29	6.77834
178	22.95	6.75185
179	23.17	7.26093
180	23.84	7.31535
181	23.45	7.59655
182	23.35	7.23101
183	23.04	7.57221
184	22.95	7.51049
185	22.71	7.3093
186	22.64	7.573
187	22.48	7.4545
188	22.3	7.1617
189	22.34	6.54556
190	22.7	6.62797
191	22.58	6.91546
192	22.6	6.96707
193	22.48	6.96775
194	22.71	7.22121
195	23.07	7.4125
196	22.98	7.41213
197	23.31	7.65989
198	23.72	7.83847
199	22.9	7.89747
200	23.38	7.85593
201	23.65	8.16134
202	24.14	8.66605
203	23.67	8.86347
204	23.71	8.8581
205	24.09	9.10065
206	24.49	9.49894
207	24.2	9.57601
208	23.96	9.47304
209	23.15	9.05138
210	23.81	9.06829
211	23	8.37496
212	23.07	8.01655
213	23.81	7.89138
214	23.99	8.33726
215	23.73	8.32689
216	24.12	8.66635
217	23.35	8.90435
218	24.03	8.72749
219	23.79	8.79693
220	23.62	9.25611
221	23.6	9.18695
222	23.38	9.42951
223	23.12	9.3491
224	22.97	9.21461
225	22.61	8.67974
226	22.5	8.5668
227	22.68	8.65896
228	22.88	8.7787
229	22.9	8.821
230	22.6	8.42615
231	22.91	8.45115
232	23.69	8.48256
233	24.07	8.82299
234	23.62	8.87218
235	23.74	8.65751
236	24.25	8.86045
237	23.99	9.04267
238	23.61	9.34012
239	23.97	9.63063
240	23.48	8.29516
241	23.73	8.65316
242	23.67	8.10192
243	24.22	8.34695
244	24.57	7.87814
245	23.68	8.41175
246	23.39	8.25215
247	22.36	7.58883
248	21.56	7.00902
249	21.89	7.07516
250	21.28	6.76325
251	21.9	6.59318
252	21.63	6.95795
253	21.75	6.40371
254	21.72	5.78978
255	21.26	5.32282
256	21.56	5.47598
257	22.16	5.76319
258	22.42	5.72395
259	21.72	5.59657
260	21.14	5.41852
261	21.25	5.55405
262	21.68	5.50614
263	22.14	5.63564
264	22.41	6.18724
265	22.57	6.26778
266	22.94	6.09396
267	22.97	6.36153
268	23.05	6.77551
269	23.39	6.94391
270	23.52	7.05759
271	23.23	7.20951
272	23.41	7.41093
273	22.57	7.46224
274	22.14	7.09228
275	22.42	7.14448
276	22.7	7.29726
277	22.12	7.15022
278	22.23	6.92944
279	22.87	7.41034
280	23.08	7.71191
281	21.89	6.79837
282	22.29	7.05591
283	22.43	6.91123
284	22	6.74685
285	21.77	6.27671
286	22.41	6.30412
287	22.34	6.31383
288	22.7	6.50615
289	22.75	6.26957
290	22.82	6.59603
291	22.9	7.14493
292	23.1	6.98785
293	22.42	6.87922
294	22.37	6.96657
295	22.42	6.90099
296	21.94	6.81002
297	22	7.05549
298	22.5	7.15192
299	22.85	7.47178
300	22.63	7.80468
301	22.33	7.17364
302	22.96	7.50189
303	22.95	7.56621
304	22.95	7.6686
305	23.15	7.64117
306	22.84	7.30167
307	23.32	7.74839
308	22.88	6.74282
309	23.24	6.97728
310	23.35	7.09842
311	23.14	7.37837
312	23.54	7.76585
313	23.86	8.08087
314	23.53	7.71292
315	23.84	8.1789
316	23.46	8.46099
317	23.96	8.13255
318	24.16	8.52493
319	24.44	8.50332
320	23.83	8.37742
321	23.81	8.58568
322	23.84	9.07714
323	24.11	9.13115
324	24.06	9.66832
325	23.55	9.57954
326	23.7	9.9985
327	24.08	9.89715
328	23.34	9.01468
329	22.72	8.39057
330	22.65	8.35629
331	23.23	8.53447
332	23.52	9.01164
333	23.51	8.68389
334	23.49	8.44333
335	24.16	8.79741
336	23.99	8.57146
337	23.66	8.5688
338	23.51	8.86735
339	24.26	9.03728
340	24.52	9.48312
341	24.24	9.64999
342	23.65	8.11958
343	23.55	7.9049
344	23	8.04984
345	22.79	7.70493
346	23.48	8.11601
347	24.49	8.2006
348	23.64	7.83648
349	23.33	7.7137
350	23.55	7.71541
351	23.56	7.56481
352	23.26	7.5586
353	23.1	7.59013
354	23.81	7.69895
355	23.13	7.43728
356	22.94	7.12435
357	22.91	7.35268
358	23.49	7.33007
359	23.53	7.84022
360	24.03	7.7194
361	23.68	8.06211
362	23.74	8.26997
363	23.61	8.25215
364	23.6	8.53346
365	23.37	8.32665
366	23.54	8.28302
367	23.37	7.85831
368	22.79	8.36815
369	22.71	7.3977
370	22.59	7.43249
371	22.74	7.7416
372	22.98	7.3634
373	23.26	7.53475
374	22.99	7.32051
375	23.24	7.55529
376	23.37	8.14451
377	22.88	8.20765
378	22.55	7.76321
379	22.91	7.90202
380	22.87	7.78929
381	23.33	7.67992
382	23.22	7.98947
383	23.4	8.26559
384	23.51	7.81472
385	23.96	7.84209
386	23.13	7.47349
387	22.99	7.37766
388	22.66	7.05581
389	23.4	7.01997
390	23.52	7.21593
391	23.33	7.71629
392	23.17	7.79237
393	23.54	7.76585
394	22.61	7.32106
395	22.48	7.44511
396	22.39	6.74521
397	22.71	7.26539
398	23.17	7.44856
399	24.04	7.76263
