1	85.9063	3.84056
2	87.6729	3.85796
3	88.9063	3.43661
4	90.1755	3.18784
5	91	2.72871
6	92.2095	2.99421
7	93.2862	2.83809
8	94.4702	2.70138
9	95.6848	2.63202
10	96.7053	2.12807
11	97.3254	2.05625
12	98.1022	1.8551
13	98.8296	1.62915
14	99.2555	1.3478
15	99.6337	0.957154
16	99.8433	0.621131
17	99.9744	0.254256
18	100	0
19	100	0
20	100	0
21	100	0
22	100	0
23	100	0
24	100	0
25	100	0
26	100	0
27	100	0
28	100	0
29	100	0
30	100	0
31	100	0
32	100	0
33	100	0
34	100	0
35	100	0
36	100	0
37	100	0
38	100	0
39	100	0
40	100	0
41	100	0
42	100	0
43	100	0
44	100	0
45	100	0
46	100	0
47	100	0
48	100	0
49	100	0
50	88.4032	3.48067
51	92.3264	2.87542
52	94.827	2.5913
53	96.7661	2.03949
54	98.4117	1.2494
55	99.3739	0.620362
56	99.76	0.265438
57	99.8575	0.178228
58	99.9379	0.137259
59	99.9781	0.0867796
60	99.9854	0.0716051
61	99.9927	0.0511571
62	99.9927	0.0511571
63	99.9927	0.0511571
64	100	0
65	100	0
66	100	0
67	100	0
68	100	0
69	100	0
70	100	0
71	100	0
72	100	0
73	100	0
74	100	0
75	100	0
76	100	0
77	100	0
78	100	0
79	100	0
80	100	0
81	100	0
82	100	0
83	100	0
84	100	0
85	100	0
86	100	0
87	100	0
88	100	0
89	100	0
90	100	0
91	100	0
92	100	0
93	100	0
94	100	0
95	100	0
96	100	0
97	100	0
98	100	0
99	100	0
100	11.7961	22.2176
101	24.427	26.7269
102	34.3196	28.2614
103	39.4105	27.0614
104	46.1405	26.4095
105	49.3085	25.7436
106	53.6198	24.6812
107	59.1543	21.5698
108	63.8264	19.1521
109	66.2121	18.972
110	70.1433	14.402
111	72.9862	12.7994
112	74.8264	12.7702
113	76.5647	10.4914
114	77.5152	10.2999
115	78.292	9.48955
116	78.6997	9.36103
117	79.292	8.66224
118	80.2314	8.32923
119	80.73	8.04911
120	81.2369	7.79754
121	81.865	7.60381
122	82.3223	7.44047
123	82.7989	7.14899
124	83.2534	6.86755
125	83.4325	6.79811
126	83.6584	6.66358
127	83.8981	6.56138
128	84.2755	6.43918
129	84.5702	6.34034
130	84.8044	6.10001
131	85.1515	5.79148
132	85.5124	5.74974
133	85.854	5.78609
134	86.022	5.77194
135	86.292	5.73071
136	86.3967	5.74574
137	86.6639	5.90716
138	86.9449	5.70679
139	87.4022	6.05432
140	87.5978	5.92267
141	87.6915	5.90919
142	87.9063	5.95226
143	88.0165	5.85184
144	88.292	5.91787
145	88.449	6.002
